unit,region,frequency,version,date,fuel_sector,value
t/day,EU,daily,0.2,2016-01-01,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-02,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-03,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-04,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-05,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-06,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-07,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-08,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-09,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-10,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-11,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-12,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-13,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-14,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-15,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-16,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-17,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-18,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-19,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-20,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-21,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-22,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-23,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-24,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-25,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-26,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-27,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-28,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-29,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-30,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-01-31,Total - All,9797837.51187272
t/day,EU,daily,0.2,2016-02-01,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-02,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-03,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-04,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-05,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-06,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-07,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-08,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-09,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-10,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-11,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-12,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-13,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-14,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-15,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-16,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-17,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-18,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-19,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-20,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-21,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-22,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-23,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-24,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-25,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-26,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-27,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-28,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-02-29,Total - All,9653884.67330358
t/day,EU,daily,0.2,2016-03-01,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-02,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-03,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-04,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-05,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-06,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-07,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-08,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-09,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-10,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-11,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-12,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-13,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-14,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-15,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-16,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-17,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-18,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-19,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-20,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-21,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-22,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-23,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-24,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-25,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-26,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-27,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-28,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-29,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-30,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-03-31,Total - All,9120747.56835493
t/day,EU,daily,0.2,2016-04-01,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-02,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-03,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-04,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-05,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-06,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-07,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-08,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-09,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-10,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-11,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-12,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-13,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-14,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-15,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-16,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-17,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-18,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-19,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-20,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-21,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-22,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-23,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-24,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-25,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-26,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-27,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-28,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-29,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-04-30,Total - All,8391756.831079
t/day,EU,daily,0.2,2016-05-01,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-02,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-03,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-04,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-05,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-06,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-07,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-08,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-09,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-10,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-11,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-12,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-13,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-14,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-15,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-16,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-17,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-18,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-19,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-20,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-21,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-22,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-23,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-24,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-25,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-26,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-27,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-28,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-29,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-30,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-05-31,Total - All,7823793.48603947
t/day,EU,daily,0.2,2016-06-01,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-02,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-03,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-04,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-05,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-06,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-07,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-08,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-09,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-10,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-11,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-12,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-13,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-14,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-15,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-16,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-17,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-18,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-19,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-20,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-21,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-22,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-23,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-24,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-25,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-26,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-27,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-28,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-29,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-06-30,Total - All,7818633.40815776
t/day,EU,daily,0.2,2016-07-01,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-02,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-03,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-04,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-05,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-06,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-07,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-08,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-09,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-10,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-11,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-12,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-13,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-14,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-15,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-16,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-17,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-18,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-19,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-20,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-21,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-22,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-23,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-24,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-25,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-26,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-27,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-28,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-29,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-30,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-07-31,Total - All,8089971.29235427
t/day,EU,daily,0.2,2016-08-01,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-02,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-03,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-04,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-05,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-06,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-07,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-08,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-09,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-10,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-11,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-12,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-13,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-14,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-15,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-16,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-17,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-18,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-19,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-20,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-21,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-22,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-23,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-24,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-25,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-26,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-27,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-28,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-29,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-30,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-08-31,Total - All,8111058.20387851
t/day,EU,daily,0.2,2016-09-01,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-02,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-03,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-04,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-05,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-06,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-07,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-08,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-09,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-10,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-11,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-12,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-13,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-14,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-15,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-16,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-17,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-18,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-19,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-20,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-21,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-22,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-23,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-24,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-25,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-26,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-27,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-28,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-29,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-09-30,Total - All,8741776.08936911
t/day,EU,daily,0.2,2016-10-01,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-02,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-03,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-04,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-05,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-06,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-07,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-08,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-09,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-10,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-11,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-12,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-13,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-14,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-15,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-16,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-17,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-18,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-19,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-20,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-21,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-22,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-23,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-24,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-25,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-26,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-27,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-28,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-29,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-30,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-10-31,Total - All,9188259.94717421
t/day,EU,daily,0.2,2016-11-01,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-02,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-03,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-04,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-05,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-06,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-07,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-08,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-09,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-10,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-11,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-12,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-13,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-14,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-15,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-16,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-17,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-18,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-19,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-20,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-21,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-22,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-23,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-24,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-25,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-26,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-27,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-28,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-29,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-11-30,Total - All,9995485.66218932
t/day,EU,daily,0.2,2016-12-01,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-02,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-03,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-04,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-05,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-06,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-07,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-08,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-09,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-10,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-11,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-12,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-13,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-14,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-15,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-16,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-17,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-18,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-19,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-20,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-21,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-22,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-23,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-24,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-25,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-26,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-27,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-28,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-29,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-30,Total - All,10207901.9849562
t/day,EU,daily,0.2,2016-12-31,Total - All,10207901.9849562
t/day,EU,daily,0.2,2017-01-01,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-02,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-03,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-04,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-05,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-06,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-07,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-08,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-09,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-10,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-11,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-12,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-13,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-14,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-15,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-16,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-17,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-18,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-19,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-20,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-21,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-22,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-23,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-24,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-25,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-26,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-27,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-28,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-29,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-30,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-01-31,Total - All,10714374.675823
t/day,EU,daily,0.2,2017-02-01,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-02,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-03,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-04,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-05,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-06,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-07,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-08,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-09,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-10,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-11,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-12,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-13,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-14,Total - All,10187818.8601903
t/day,EU,daily,0.2,2017-02-15,Total - All,10187818.8601903
